18.7871130624,12.2977166409,18.5649350412
21.5109589974,5.59522872473,10.4938434937
6.99162052989,5.49328914594,18.7539583665
11.6442887055,9.7011459209,10.000000894
12.3923463439,-5.64525734582,-10.8121974078
0.0,0.0,0.0
4.18855212707,-13.002194446,-14.8659215543
10.0000009808,5.38598595584,-9.26998024303
-6.32279915205,-3.14799008942,2.47497893663
9.41654050719,0.0,0.0
8.6622838907,0.0,0.0
7.43381348498,0.0,0.0
-11.4571735142,-53.8833999516,-35.8281625124
0.0,0.0,0.0
-97.1467670637,-59.6910305423,-132.66257014
-2407.86762815,-567.057675419,7.64347312006
18.614242331,0.0,0.0
-1.625,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-21.5235750983,3.74653853281,-25.3992876721
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-81.5489972859,-92.7991328491,-69.7830374549
0.0,0.0,0.0
-343.82705561,-208.870972391,-150.891011437
-1142.45693062,-550.704122792,-1329.32930362
10.0243405308,17.1697724795,10.0290899012
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.00220194133,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.95835990627,4.82387486505,4.1135199842
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-81.8873883325,0.579105619089,-62.6186979171
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-576.075131606,-265.605095806,-185.979276355
0.0,0.0,0.0
-657.354132034,-712.483511403,-966.361940573
-152.373929005,-2655.02096662,-2571.15563773
19.9689002975,5.32661851901,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.0002190152,12.7461247742,10.0001831532
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.2528596941,10.6068259506,-3.88652861045
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-110.027903713,9.12139826614,-257.110778196
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-478.345731268,-2194.15384571,-1940.26817359
-43.1005524606,-46.9976834537,-338.524542012
-2566.19230804,-1426.82505237,-2561.8212477
-3910.73312548,-623.33879658,-4205.56207375
